id,Покупательская_активность,Тип_сервиса,Разрешить_сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит,Выручка_позапрошлая,Выручка_прошлая,Выручка_текущая,Активность,"Время_прошлый,мин","Время_текущий,мин"
216332,Прежний уровень,стандарт,да,4.3,4,975,0.16,Товары для детей,2,2,8,8,4718.0,5324.0,4928.8,Активен,11,18
216333,Прежний уровень,стандарт,да,4.4,5,449,0.23,Товары для детей,5,1,4,13,4513.0,4588.0,4653.0,Активен,19,16
216334,Прежний уровень,премиум,да,6.1,3,1056,0.17,Домашний текстиль,2,3,7,8,5315.0,4767.5,4423.0,Активен,15,17
216335,Прежний уровень,премиум,да,4.8,3,616,0.16,Техника для красоты и здоровья,3,2,2,11,5474.0,5305.0,5581.9,Активен,16,22
216336,Прежний уровень,премиум,нет,5.5,3,618,0.95,Техника для красоты и здоровья,5,0,4,13,4846.0,4227.0,4893.9,Активен,17,22
216337,Прежний уровень,стандарт,нет,3.7,3,638,0.13,Домашний текстиль,5,3,6,17,4726.0,5009.5,5385.2,Активен,13,10
216338,Прежний уровень,стандарт,да,6.1,5,360,0.28,Техника для красоты и здоровья,5,3,6,9,5144.0,4889.0,5240.0,Активен,13,12
216339,Прежний уровень,стандарт,нет,5.8,4,148,0.3,Косметика и аксесуары,3,2,8,3,5557.0,5608.0,5782.2,Активен,18,11
216340,Прежний уровень,стандарт,да,4.9,3,854,0.99,Техника для красоты и здоровья,2,0,4,6,4876.0,4711.0,4984.0,Активен,14,22
216341,Прежний уровень,стандарт,да,5.1,4,793,0.13,Домашний текстиль,5,1,3,12,4766.0,4860.5,5072.4,Активен,13,14
216342,Прежний уровень,стандарт,нет,4.6,3,610,0.16,Косметика и аксесуары,3,0,3,19,5155.0,4906.0,4820.2,Активен,14,16
216343,Прежний уровень,стандарт,да,5.5,4,327,0.17,Кухонная посуда,4,4,5,8,4918.0,4628.5,4507.6,Активен,14,20
216344,Прежний уровень,премиум,да,4.7,4,597,0.12,Домашний текстиль,2,3,4,16,5158.0,5957.5,6780.4,Активен,17,9
216345,Прежний уровень,премиум,да,4.4,4,1006,0.3,Мелкая бытовая техника и электроника,4,3,7,10,4648.0,3887.5,3358.4,Активен,21,14
216346,Прежний уровень,стандарт,нет,4.0,4,282,0.14,Кухонная посуда,2,0,6,10,4821.0,4912.5,5121.8,Активен,15,10
216347,Прежний уровень,премиум,да,5.4,3,491,0.15,Домашний текстиль,2,5,4,11,5653.0,4973.5,4514.6,Активен,21,16
216348,Прежний уровень,стандарт,да,3.9,5,356,0.28,Мелкая бытовая техника и электроника,4,0,8,6,4950.0,5586.0,6267.2,Активен,16,14
216349,Прежний уровень,стандарт,нет,5.5,4,341,0.16,Косметика и аксесуары,4,1,2,10,5394.0,5230.5,5218.8,Активен,13,11
216350,Прежний уровень,стандарт,да,4.1,4,802,0.3,Кухонная посуда,2,3,6,9,4807.0,5417.5,6076.6,Активен,16,16
216351,Прежний уровень,стандарт,да,5.3,4,378,0.23,Техника для красоты и здоровья,5,3,4,15,5332.0,5605.0,5498.4,Активен,11,12
216352,Прежний уровень,стандарт,да,5.8,5,624,0.26,Кухонная посуда,2,3,7,8,5143.0,5032.0,5065.8,Активен,19,13
216353,Прежний уровень,стандарт,да,4.1,4,795,0.3,Товары для детей,6,2,4,8,4721.0,5327.0,4931.8,Активен,9,18
216354,Прежний уровень,стандарт,нет,6.1,5,823,0.25,Товары для детей,3,4,6,15,4834.0,4674.0,4943.1,Активен,16,20
216355,Прежний уровень,стандарт,да,5.1,4,433,0.14,Товары для детей,4,1,4,9,4768.0,4005.0,4796.7,Активен,20,5
216356,Прежний уровень,стандарт,да,5.5,4,1022,0.91,Мелкая бытовая техника и электроника,3,0,3,11,5082.0,5542.5,6071.6,Активен,13,6
216357,Прежний уровень,стандарт,нет,4.1,4,184,0.99,Кухонная посуда,3,4,5,7,4745.0,5700.5,6658.6,Активен,16,15
216358,Прежний уровень,премиум,да,4.1,4,835,0.13,Домашний текстиль,3,3,4,16,4910.0,4109.0,3544.8,Активен,17,17
216359,Прежний уровень,стандарт,да,4.9,5,387,0.12,Кухонная посуда,4,1,6,7,5442.0,5296.5,5300.4,Активен,15,17
216360,Прежний уровень,стандарт,нет,5.0,5,567,0.17,Косметика и аксесуары,3,2,4,17,5154.0,5769.0,6432.0,Активен,16,13
216361,Прежний уровень,стандарт,нет,4.9,5,519,0.25,Косметика и аксесуары,3,0,9,9,4979.0,4254.5,3756.6,Активен,18,16
216362,Прежний уровень,премиум,да,3.9,4,776,0.3,Товары для детей,3,1,3,8,5055.0,5287.0,5215.5,Активен,14,17
216363,Прежний уровень,премиум,да,2.6,4,620,0.28,Товары для детей,3,2,7,8,5075.0,5011.0,5170.9,Активен,17,20
216364,Прежний уровень,стандарт,нет,3.6,4,514,0.95,Товары для детей,4,4,5,13,4352.0,3547.0,4375.1,Активен,13,12
216365,Прежний уровень,премиум,да,4.4,5,597,0.24,Товары для детей,3,5,4,15,4767.0,4376.0,4845.3,Активен,17,16
216366,Прежний уровень,стандарт,да,3.7,5,368,0.11,Домашний текстиль,6,4,6,10,4369.0,4666.0,5053.4,Активен,13,14
216367,Прежний уровень,премиум,да,4.6,3,568,0.28,Домашний текстиль,3,4,5,14,5641.0,5360.5,5247.4,Активен,19,17
216368,Прежний уровень,премиум,да,4.3,4,1061,0.24,Домашний текстиль,5,2,6,16,4436.0,4082.0,3905.2,Активен,16,19
216369,Прежний уровень,стандарт,да,4.3,4,779,0.25,Мелкая бытовая техника и электроника,3,3,8,4,4484.0,3980.0,3673.2,Активен,16,17
216370,Прежний уровень,стандарт,нет,5.2,4,717,0.13,Кухонная посуда,2,3,5,9,5035.0,5767.0,6531.4,Активен,15,10
216371,Прежний уровень,стандарт,нет,3.3,3,414,0.94,Домашний текстиль,2,1,5,9,5124.0,5362.5,5699.2,Активен,14,10
216372,Прежний уровень,стандарт,нет,4.9,4,477,0.18,Товары для детей,4,2,2,14,5528.0,6278.0,5756.7,Активен,15,14
216373,Прежний уровень,стандарт,да,4.2,4,651,0.12,Техника для красоты и здоровья,3,1,2,10,4940.0,4135.0,4963.1,Активен,10,7
216374,Прежний уровень,стандарт,да,4.4,4,1024,0.27,Косметика и аксесуары,3,4,4,8,4970.0,4629.5,4464.4,Активен,11,13
216375,Прежний уровень,стандарт,да,5.8,3,345,0.15,Кухонная посуда,5,1,2,7,5142.0,4168.5,3454.8,Активен,12,19
216376,Прежний уровень,стандарт,нет,3.4,4,514,0.27,Техника для красоты и здоровья,3,2,5,6,4861.0,5035.0,5014.2,Активен,14,20
216377,Прежний уровень,стандарт,да,4.1,4,553,0.95,Домашний текстиль,5,3,5,15,4875.0,5076.0,5380.2,Активен,20,19
216378,Прежний уровень,премиум,да,5.7,3,636,0.14,Товары для детей,3,2,7,11,4857.0,4263.0,4907.8,Активен,14,16
216379,Прежний уровень,премиум,да,3.3,4,827,0.25,Домашний текстиль,4,2,4,14,4606.0,5105.5,5668.4,Активен,13,13
216380,Прежний уровень,стандарт,да,5.7,3,286,0.13,Мелкая бытовая техника и электроника,6,5,2,8,4400.0,4748.0,5179.6,Активен,9,11
216381,Прежний уровень,стандарт,да,4.2,4,201,0.23,Мелкая бытовая техника и электроника,5,3,5,18,5526.0,5592.0,5779.2,Активен,13,4
216382,Прежний уровень,премиум,нет,4.5,3,762,0.24,Товары для детей,5,0,3,8,5026.0,5339.0,5197.3,Активен,19,21
216383,Прежний уровень,стандарт,да,4.3,5,748,0.95,Косметика и аксесуары,3,1,6,6,4615.0,4823.5,5134.2,Активен,19,7
216384,Прежний уровень,стандарт,нет,3.2,3,973,0.11,Товары для детей,4,4,4,12,4874.0,4546.0,4960.7,Активен,9,17
216385,Прежний уровень,стандарт,нет,3.9,5,789,0.94,Техника для красоты и здоровья,4,1,6,10,4934.0,4267.0,4975.5,Активен,15,14
216386,Прежний уровень,стандарт,да,4.3,4,661,0.17,Мелкая бытовая техника и электроника,5,5,7,6,4959.0,5445.0,5996.2,Активен,16,19
216387,Прежний уровень,стандарт,нет,4.0,4,478,0.21,Товары для детей,5,2,6,12,5355.0,5111.0,5452.9,Активен,18,13
216388,Прежний уровень,стандарт,да,4.3,4,356,0.15,Кухонная посуда,3,2,4,6,5171.0,5277.5,5499.8,Активен,20,12
216389,Прежний уровень,стандарт,да,4.9,4,592,0.21,Домашний текстиль,2,5,9,8,5341.0,5225.5,5255.4,Активен,17,13
216390,Прежний уровень,стандарт,да,6.1,5,876,0.17,Товары для детей,3,3,5,8,4754.0,3931.0,4774.7,Активен,11,12
216391,Прежний уровень,стандарт,нет,4.3,5,234,0.25,Косметика и аксесуары,4,2,5,8,4416.0,5161.5,5937.6,Активен,11,16
216392,Прежний уровень,стандарт,да,4.6,5,356,0.17,Товары для детей,3,4,3,13,4819.0,4973.0,4969.1,Активен,20,9
216393,Прежний уровень,премиум,да,3.5,4,435,0.24,Домашний текстиль,5,2,7,10,5094.0,4882.5,4829.2,Активен,17,10
216394,Прежний уровень,стандарт,нет,4.7,3,440,0.12,Мелкая бытовая техника и электроника,4,2,4,10,5000.0,4941.5,5020.8,Активен,12,15
216395,Прежний уровень,стандарт,да,3.9,4,475,0.3,Домашний текстиль,4,5,5,12,4625.0,4412.0,4357.4,Активен,16,21
216396,Прежний уровень,премиум,да,5.4,4,723,0.15,Техника для красоты и здоровья,5,3,2,11,4603.0,5378.0,4835.9,Активен,14,17
216397,Прежний уровень,стандарт,да,4.2,5,199,0.94,Товары для детей,4,2,6,4,4471.0,3846.0,4518.1,Активен,14,11
216398,Прежний уровень,стандарт,нет,5.7,3,1010,0.15,Товары для детей,3,0,6,3,4935.0,4439.0,4999.3,Активен,15,19
216399,Прежний уровень,стандарт,да,3.8,4,265,0.95,Техника для красоты и здоровья,5,2,1,12,5223.0,4728.0,5285.7,Активен,15,9
216400,Прежний уровень,стандарт,да,5.0,3,1000,0.17,Мелкая бытовая техника и электроника,4,1,4,5,4974.0,4956.0,5070.4,Активен,15,21
216401,Прежний уровень,стандарт,да,5.1,4,471,0.25,Домашний текстиль,3,3,4,8,5363.0,5364.5,5495.8,Активен,19,17
216402,Прежний уровень,стандарт,да,4.9,3,378,0.17,Товары для детей,5,4,2,13,5158.0,5148.0,5287.1,Активен,18,14
216403,Прежний уровень,стандарт,нет,3.7,4,596,0.15,Товары для детей,3,0,9,15,5374.0,5115.0,5469.9,Активен,13,16
216404,Прежний уровень,премиум,да,5.5,5,776,0.18,Товары для детей,5,2,6,13,4690.0,4954.0,4855.2,Активен,13,22
216405,Прежний уровень,стандарт,да,4.0,4,436,0.21,Мелкая бытовая техника и электроника,4,1,6,9,5663.0,4637.0,3877.8,Активен,17,21
216406,Прежний уровень,стандарт,да,4.6,4,713,0.24,Мелкая бытовая техника и электроника,4,4,7,12,4986.0,5254.5,5617.2,Активен,20,15
216407,Прежний уровень,стандарт,да,4.1,5,646,0.16,Техника для красоты и здоровья,6,3,6,8,4365.0,3411.0,4367.8,Активен,13,12
216408,Прежний уровень,премиум,нет,4.9,4,424,0.3,Домашний текстиль,4,4,9,11,5395.0,5930.5,6524.6,Активен,16,22
216409,Прежний уровень,премиум,да,4.8,4,425,0.25,Товары для детей,4,3,1,11,5568.0,5697.0,5715.2,Активен,16,14
216410,Прежний уровень,премиум,да,4.8,3,939,0.11,Домашний текстиль,6,1,7,12,4465.0,4273.0,4236.6,Активен,21,23
216411,Прежний уровень,стандарт,да,5.1,4,602,0.23,Товары для детей,2,2,8,9,4775.0,4857.0,4915.5,Активен,17,15
216412,Прежний уровень,стандарт,да,5.5,3,847,0.11,Мелкая бытовая техника и электроника,5,1,5,4,5233.0,5227.0,5351.8,Активен,14,16
216413,Прежний уровень,премиум,да,5.2,3,1032,0.95,Мелкая бытовая техника и электроника,3,5,2,11,4828.0,5522.5,6254.4,Активен,11,14
216414,Прежний уровень,стандарт,нет,3.9,5,380,0.16,Товары для детей,3,1,3,5,4944.0,5122.0,5097.3,Активен,11,14
216415,Прежний уровень,стандарт,да,4.7,4,536,0.16,Домашний текстиль,6,3,4,11,4604.0,4803.5,5106.4,Активен,12,20
216416,Прежний уровень,премиум,да,5.3,3,784,0.17,Товары для детей,6,4,2,8,4995.0,5496.0,5191.8,Активен,15,18
216417,Прежний уровень,премиум,да,4.6,3,485,0.23,Мелкая бытовая техника и электроника,2,5,7,13,4486.0,4163.5,4014.0,Активен,20,11
216418,Прежний уровень,стандарт,нет,5.9,4,121,0.24,Товары для детей,3,2,0,14,4745.0,3622.0,4725.7,Активен,8,17
216419,Прежний уровень,стандарт,да,5.3,4,889,0.28,Техника для красоты и здоровья,2,1,4,11,4974.0,4235.0,5005.9,Активен,11,19
216420,Прежний уровень,стандарт,да,6.3,4,606,0.25,Косметика и аксесуары,2,5,1,9,4536.0,5028.0,5584.4,Активен,12,17
216421,Прежний уровень,премиум,да,4.1,3,302,0.95,Товары для детей,2,2,2,6,5267.0,5768.0,5463.8,Активен,13,18
216422,Прежний уровень,стандарт,да,5.2,5,726,0.25,Мелкая бытовая техника и электроника,4,5,6,12,4654.0,4988.5,5408.4,Активен,15,17
216423,Прежний уровень,стандарт,да,4.4,3,280,0.17,Домашний текстиль,1,2,6,4,4519.0,5153.5,5833.4,Активен,20,19
216424,Прежний уровень,премиум,да,4.4,4,993,0.17,Домашний текстиль,2,3,9,8,4820.0,5343.5,5927.2,Активен,12,12
216425,Прежний уровень,стандарт,да,3.8,4,205,0.17,Техника для красоты и здоровья,2,3,8,17,4835.0,4072.0,4863.7,Активен,16,12
216426,Прежний уровень,стандарт,нет,3.3,3,712,0.13,Домашний текстиль,2,0,7,8,4522.0,4090.0,3845.6,Активен,19,14
216427,Прежний уровень,стандарт,да,3.9,5,513,0.3,Косметика и аксесуары,2,4,3,9,4972.0,5048.5,5244.8,Активен,16,15
216428,Прежний уровень,стандарт,да,4.9,5,595,0.15,Кухонная посуда,2,1,1,11,4894.0,5714.5,6555.6,Активен,12,16
216429,Прежний уровень,стандарт,да,5.7,4,509,0.26,Техника для красоты и здоровья,2,2,2,16,4712.0,3899.0,4733.6,Активен,14,18
216430,Прежний уровень,стандарт,да,3.4,4,540,0.24,Товары для детей,1,3,5,10,5415.0,5574.0,5566.2,Активен,17,12
216431,Прежний уровень,стандарт,да,3.8,5,275,0.17,Товары для детей,1,5,4,13,5143.0,4923.0,5244.1,Активен,18,12
216432,Прежний уровень,премиум,да,3.5,4,844,0.24,Товары для детей,1,5,8,18,4917.0,4785.0,5029.4,Активен,17,14
216433,Прежний уровень,стандарт,нет,4.0,3,788,0.23,Товары для детей,2,3,4,7,4884.0,4752.0,4996.4,Активен,9,5
216434,Прежний уровень,премиум,да,5.3,3,724,0.15,Косметика и аксесуары,1,1,6,9,4470.0,4822.5,5258.0,Активен,16,17
216435,Прежний уровень,премиум,да,5.8,4,190,0.3,Домашний текстиль,1,4,5,11,4341.0,5220.0,6111.8,Активен,11,18
216436,Прежний уровень,стандарт,да,4.6,4,785,0.24,Мелкая бытовая техника и электроника,2,1,6,13,4853.0,4539.5,4397.8,Активен,21,10
216437,Прежний уровень,стандарт,нет,3.3,5,517,0.25,Товары для детей,1,2,1,9,4648.0,3568.0,4634.0,Активен,18,8
216438,Прежний уровень,стандарт,нет,4.8,4,460,0.2,Техника для красоты и здоровья,2,1,5,6,5376.0,5028.0,5459.6,Активен,13,14
216439,Прежний уровень,стандарт,да,6.1,4,627,0.13,Мелкая бытовая техника и электроника,3,3,1,13,4644.0,5328.0,6050.8,Активен,16,8
216440,Прежний уровень,стандарт,да,3.2,4,703,0.3,Мелкая бытовая техника и электроника,2,1,6,6,4795.0,4318.0,4034.6,Активен,21,13
216441,Прежний уровень,стандарт,нет,4.1,4,136,0.3,Мелкая бытовая техника и электроника,3,4,3,10,4485.0,4356.0,4374.2,Активен,20,14
216442,Прежний уровень,стандарт,да,3.8,4,907,0.13,Косметика и аксесуары,2,1,8,4,4837.0,3829.0,3085.4,Активен,13,20
216443,Прежний уровень,стандарт,нет,4.8,4,322,0.17,Домашний текстиль,2,3,6,6,5029.0,5140.0,5366.2,Активен,21,6
216444,Прежний уровень,премиум,да,5.7,5,423,0.28,Мелкая бытовая техника и электроника,4,2,6,15,4694.0,4266.5,4026.0,Активен,22,14
216445,Прежний уровень,стандарт,да,4.9,5,307,0.99,Техника для красоты и здоровья,1,2,6,9,4351.0,3061.0,4309.0,Активен,18,9
216446,Прежний уровень,стандарт,да,5.3,5,433,0.91,Техника для красоты и здоровья,1,1,0,7,5160.0,4712.0,5230.7,Активен,15,20
216447,Прежний уровень,премиум,да,5.5,5,953,0.24,Домашний текстиль,2,2,4,14,5171.0,5501.0,5917.0,Активен,12,14
216448,Прежний уровень,премиум,да,3.3,4,964,0.14,Домашний текстиль,4,3,8,6,5315.0,5679.5,6125.4,Активен,12,13
216449,Прежний уровень,стандарт,да,3.6,4,618,0.24,Техника для красоты и здоровья,3,2,7,3,4721.0,3640.0,4707.3,Активен,16,13
216450,Прежний уровень,стандарт,нет,6.1,3,372,0.16,Мелкая бытовая техника и электроника,3,3,6,10,4859.0,5144.0,5521.0,Активен,10,7
216451,Прежний уровень,премиум,да,3.5,4,972,0.18,Мелкая бытовая техника и электроника,3,1,6,5,5176.0,6010.0,6862.8,Активен,12,22
216452,Прежний уровень,стандарт,нет,4.6,3,238,0.11,Домашний текстиль,6,0,6,11,4825.0,4798.0,4904.6,Активен,16,14
216453,Прежний уровень,стандарт,да,4.1,5,449,0.25,Товары для детей,4,4,3,13,4466.0,4037.0,4538.8,Активен,18,15
216454,Прежний уровень,премиум,да,4.4,5,929,0.14,Кухонная посуда,5,1,6,7,4946.0,4332.5,3930.8,Активен,19,22
216455,Прежний уровень,стандарт,нет,4.7,4,511,0.13,Товары для детей,2,3,7,12,5510.0,5662.0,5424.1,Активен,15,12
216456,Прежний уровень,стандарт,да,5.5,3,868,0.14,Товары для детей,3,2,6,11,5276.0,5766.0,5468.3,Активен,20,16
216457,Прежний уровень,стандарт,нет,5.7,4,259,0.14,Мелкая бытовая техника и электроника,4,1,4,10,4867.0,5389.0,5971.4,Активен,16,8
216458,Прежний уровень,стандарт,да,5.5,4,739,0.28,Мелкая бытовая техника и электроника,3,0,6,9,5003.0,5198.0,5497.0,Активен,14,11
216459,Прежний уровень,стандарт,да,3.9,4,539,0.13,Косметика и аксесуары,3,0,4,14,5223.0,4852.5,4661.4,Активен,16,17
216460,Прежний уровень,стандарт,да,4.4,5,237,0.95,Техника для красоты и здоровья,4,3,4,4,4845.0,4602.0,4942.6,Активен,15,22
216461,Прежний уровень,премиум,да,5.5,4,781,0.23,Косметика и аксесуары,3,1,6,9,4846.0,4837.0,4959.2,Активен,14,11
216462,Прежний уровень,премиум,да,4.7,3,398,0.12,Товары для детей,2,5,3,15,4663.0,4344.0,4750.9,Активен,13,5
216463,Прежний уровень,стандарт,да,3.9,5,175,0.99,Техника для красоты и здоровья,4,2,5,7,5104.0,5180.0,5243.7,Активен,18,17
216464,Прежний уровень,стандарт,да,3.3,3,290,0.15,Кухонная посуда,3,2,2,9,4794.0,5256.0,5786.4,Активен,17,12
216465,Прежний уровень,стандарт,да,4.9,4,739,0.17,Мелкая бытовая техника и электроника,5,1,4,4,5180.0,5505.5,5917.6,Активен,18,15
216466,Прежний уровень,премиум,да,5.5,3,985,0.24,Домашний текстиль,5,4,4,13,4410.0,4570.5,4839.6,Активен,14,15
216467,Прежний уровень,стандарт,да,4.1,3,564,0.28,Мелкая бытовая техника и электроника,3,0,4,9,5267.0,4994.0,4887.4,Активен,17,17
216468,Прежний уровень,премиум,да,4.8,3,1008,0.28,Товары для детей,3,2,6,15,4765.0,4291.0,4831.8,Активен,12,17
216469,Прежний уровень,стандарт,да,4.3,4,999,0.23,Домашний текстиль,4,0,4,10,5616.0,5058.0,4704.4,Активен,23,22
216470,Прежний уровень,стандарт,да,4.3,5,522,0.3,Товары для детей,5,3,8,11,5090.0,5065.0,5217.1,Активен,23,18
216471,Прежний уровень,премиум,да,3.9,4,1042,0.25,Товары для детей,2,1,6,10,4661.0,3673.0,4659.7,Активен,17,17
216472,Прежний уровень,стандарт,да,3.8,4,767,0.14,Домашний текстиль,2,4,5,10,4799.0,4496.0,4363.4,Активен,16,10
216473,Прежний уровень,стандарт,да,4.3,4,404,0.23,Кухонная посуда,4,2,5,8,5105.0,4668.5,4420.2,Активен,20,18
216474,Прежний уровень,стандарт,да,4.0,3,445,0.26,Техника для красоты и здоровья,3,2,3,8,4616.0,3846.0,4642.9,Активен,17,16
216475,Прежний уровень,стандарт,да,3.5,3,577,0.23,Техника для красоты и здоровья,3,0,4,11,5454.0,6231.0,5687.6,Активен,16,13
216476,Прежний уровень,стандарт,да,5.0,4,648,0.16,Товары для детей,2,2,6,13,4659.0,4097.0,4714.5,Активен,16,11
216477,Прежний уровень,стандарт,да,4.8,3,611,0.24,Домашний текстиль,5,4,0,10,4750.0,5206.0,5731.2,Активен,14,17
216478,Прежний уровень,стандарт,да,2.6,3,461,0.91,Косметика и аксесуары,3,1,3,9,5612.0,5949.5,6372.0,Активен,15,13
216479,Прежний уровень,стандарт,нет,4.4,3,219,0.15,Домашний текстиль,3,3,3,4,5253.0,5466.0,5780.6,Активен,20,10
216480,Прежний уровень,стандарт,да,5.3,4,454,0.13,Мелкая бытовая техника и электроника,6,3,3,7,4649.0,4553.0,4599.8,Активен,16,20
216481,Прежний уровень,премиум,да,4.4,5,862,0.17,Техника для красоты и здоровья,4,4,8,10,4872.0,4914.0,5007.6,Активен,16,20
216482,Прежний уровень,стандарт,да,5.6,3,660,0.24,Домашний текстиль,5,3,4,9,5186.0,5310.5,5548.4,Активен,10,9
216483,Прежний уровень,стандарт,нет,4.9,4,816,0.95,Мелкая бытовая техника и электроника,6,1,5,13,5125.0,5452.0,5865.4,Активен,8,17
216484,Прежний уровень,стандарт,да,4.3,5,522,0.23,Техника для красоты и здоровья,4,2,3,4,4550.0,4366.0,4655.9,Активен,19,13
216485,Прежний уровень,стандарт,да,4.1,4,335,0.21,Товары для детей,6,3,3,7,4684.0,3636.0,4674.7,Активен,17,8
216486,Прежний уровень,премиум,да,2.6,4,346,0.24,Домашний текстиль,5,5,4,18,5231.0,4832.0,4616.2,Активен,14,11
216487,Прежний уровень,стандарт,нет,4.3,3,718,0.24,Техника для красоты и здоровья,4,1,6,8,5399.0,5393.0,5517.8,Активен,19,15
216488,Прежний уровень,стандарт,да,4.1,4,619,0.23,Товары для детей,6,1,1,13,4449.0,4253.0,4553.3,Активен,12,18
216489,Прежний уровень,стандарт,да,6.6,3,796,0.21,Домашний текстиль,3,3,2,8,5165.0,5828.0,6532.6,Активен,14,6
216490,Прежний уровень,стандарт,да,4.8,4,832,0.24,Мелкая бытовая техника и электроника,3,1,5,8,5538.0,4623.0,3960.0,Активен,19,11
216491,Прежний уровень,стандарт,нет,5.5,4,291,0.13,Домашний текстиль,3,4,2,15,5502.0,4494.0,3750.4,Активен,19,13
216492,Прежний уровень,стандарт,да,4.0,5,742,0.23,Техника для красоты и здоровья,3,2,5,3,4620.0,4659.0,4822.8,Активен,11,12
216493,Прежний уровень,стандарт,да,5.3,4,129,0.21,Домашний текстиль,4,5,2,17,4944.0,5371.5,5872.0,Активен,16,9
216494,Прежний уровень,премиум,да,5.1,3,1041,0.26,Кухонная посуда,2,0,2,4,5428.0,4820.5,4424.0,Активен,11,18
216495,Прежний уровень,стандарт,нет,2.6,4,349,0.15,Мелкая бытовая техника и электроника,5,4,3,10,4700.0,4014.5,3550.4,Активен,10,19
216496,Прежний уровень,стандарт,да,4.7,4,509,0.28,Косметика и аксесуары,3,2,4,11,5272.0,4655.5,4251.2,Активен,22,15
216497,Прежний уровень,стандарт,да,4.1,4,220,0.16,Кухонная посуда,5,3,1,7,5064.0,5607.0,6207.6,Активен,13,20
216498,Прежний уровень,стандарт,да,4.1,4,374,0.23,Товары для детей,4,2,5,11,4690.0,4351.0,4774.8,Активен,15,7
216499,Прежний уровень,стандарт,да,4.0,3,923,0.95,Техника для красоты и здоровья,5,2,6,6,5191.0,5690.0,5387.1,Активен,13,17
216500,Прежний уровень,стандарт,да,3.9,5,296,0.24,Косметика и аксесуары,4,4,3,11,4483.0,4396.0,4450.6,Активен,17,16
216501,Прежний уровень,стандарт,да,4.1,4,311,0.28,Товары для детей,4,2,4,9,4680.0,4611.0,4800.8,Активен,12,7
216502,Прежний уровень,премиум,да,4.3,4,902,0.16,Товары для детей,2,4,3,13,4611.0,4986.0,4813.1,Активен,14,9
216503,Прежний уровень,стандарт,да,3.9,3,749,0.15,Косметика и аксесуары,4,0,4,6,5211.0,4962.0,4876.2,Активен,14,19
216504,Прежний уровень,стандарт,да,3.3,4,482,0.2,Товары для детей,4,2,5,11,5175.0,5015.0,5284.1,Активен,19,11
216505,Прежний уровень,стандарт,нет,5.9,4,617,0.16,Мелкая бытовая техника и электроника,2,3,5,10,5595.0,5998.5,6478.2,Активен,21,18
216506,Прежний уровень,стандарт,да,5.1,4,893,0.14,Косметика и аксесуары,5,1,6,7,4768.0,5461.0,6191.6,Активен,14,13
216507,Прежний уровень,стандарт,нет,3.7,3,595,0.91,Товары для детей,5,4,5,15,5212.0,4971.0,5310.3,Активен,18,15
216508,Прежний уровень,стандарт,да,4.9,5,384,0.28,Техника для красоты и здоровья,6,0,3,8,5553.0,6531.0,5813.4,Активен,12,14
216509,Прежний уровень,премиум,да,5.2,4,833,0.28,Товары для детей,5,1,8,15,4631.0,4808.0,4784.6,Активен,13,15
216510,Прежний уровень,премиум,да,4.9,5,723,0.91,Мелкая бытовая техника и электроника,2,4,6,9,5290.0,5821.0,6411.2,Активен,20,12
216511,Прежний уровень,стандарт,да,4.6,4,704,0.11,Домашний текстиль,4,4,5,10,5249.0,5582.0,6000.6,Активен,18,16
216512,Прежний уровень,премиум,да,4.2,3,545,0.21,Мелкая бытовая техника и электроника,3,2,3,10,4939.0,4858.0,4917.8,Активен,13,15
216513,Прежний уровень,стандарт,да,4.1,4,559,0.2,Мелкая бытовая техника и электроника,4,2,1,7,5072.0,4923.5,4924.8,Активен,17,14
216514,Прежний уровень,премиум,нет,5.7,4,301,0.17,Домашний текстиль,2,5,5,14,4795.0,4757.5,4855.0,Активен,18,8
216515,Прежний уровень,стандарт,да,4.9,4,882,0.17,Косметика и аксесуары,3,2,6,9,4761.0,5007.0,5350.2,Активен,16,19
216516,Прежний уровень,стандарт,нет,5.4,4,508,0.28,Мелкая бытовая техника и электроника,3,1,3,8,5279.0,5394.5,5624.6,Активен,15,14
216517,Прежний уровень,стандарт,да,5.5,5,233,0.24,Косметика и аксесуары,5,4,4,6,5190.0,5683.5,6241.2,Активен,15,15
216518,Прежний уровень,премиум,да,3.3,5,994,0.28,Товары для детей,4,3,5,10,5134.0,4434.0,5171.1,Активен,9,15
216519,Прежний уровень,стандарт,да,4.2,5,937,0.11,Косметика и аксесуары,4,2,2,6,4979.0,5531.0,6139.4,Активен,15,13
216520,Прежний уровень,стандарт,да,4.1,4,644,0.21,Кухонная посуда,2,3,6,10,4870.0,4532.5,4370.0,Активен,21,15
216521,Прежний уровень,стандарт,да,5.8,4,505,0.13,Домашний текстиль,5,3,4,6,4673.0,4526.0,4528.6,Активен,16,13
216522,Прежний уровень,стандарт,да,5.5,4,969,0.12,Домашний текстиль,5,2,2,11,4449.0,4708.5,5063.4,Активен,14,22
216523,Прежний уровень,стандарт,да,4.0,3,461,0.28,Мелкая бытовая техника и электроника,4,1,3,5,4416.0,4153.5,4056.0,Активен,17,9
